,date,month,day,hour,minute,week,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,test_season,vacation,special_day,count
86474,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86475,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86477,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86485,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86490,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86491,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86504,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86505,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86509,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86510,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86516,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86525,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86553,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86576,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86579,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86585,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86600,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86603,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
86630,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86641,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86669,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86677,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86679,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86695,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86699,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86708,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86712,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86723,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86763,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86768,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86769,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86776,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86785,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86786,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86790,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86821,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86822,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86829,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86847,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86873,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86886,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86890,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86901,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86904,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86905,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86906,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86913,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86916,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86930,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86940,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86947,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86950,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86956,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86957,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86966,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
86995,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87009,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87014,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87015,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87047,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87066,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87070,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87079,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87081,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87082,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87089,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87104,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87105,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87110,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87121,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87135,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87138,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87176,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87200,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87203,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87219,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87220,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87223,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87232,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87247,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87278,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87283,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87304,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87309,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87343,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87356,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87379,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87390,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87399,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87418,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87430,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87432,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87446,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87454,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87456,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87464,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87478,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87483,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87490,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87495,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87516,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87527,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87536,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87542,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87546,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87547,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87558,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87562,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87566,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87576,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87592,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87593,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87619,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87624,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87630,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87650,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87660,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87667,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87668,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87677,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87681,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87687,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87688,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87692,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87695,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87714,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87720,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87723,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87728,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87749,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87768,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87783,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87795,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87803,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87813,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87827,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87837,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87851,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87866,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87871,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87881,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
87886,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87887,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87889,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87895,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87913,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87934,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87939,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87951,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87953,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87957,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87963,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87966,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87971,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87972,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
87989,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88004,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88007,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88019,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88028,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88036,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88065,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88071,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88073,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88083,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88097,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88114,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88133,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88156,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88158,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88166,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88171,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88177,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88183,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88189,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88191,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88201,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88212,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88218,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88224,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88229,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88249,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88272,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88286,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88288,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88301,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88302,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88311,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88326,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88334,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88343,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88344,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88361,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88365,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88368,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88370,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88375,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88396,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88418,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88424,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88433,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88448,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88461,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88471,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88473,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88490,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88495,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88500,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88503,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88541,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88551,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88554,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88555,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88560,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88573,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88590,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88607,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88628,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88629,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88647,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88658,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88669,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88677,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88678,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88689,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88701,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88715,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88722,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
88736,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88737,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88749,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88751,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88774,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88780,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88786,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88789,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88811,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88814,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88825,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88836,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88845,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88847,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88859,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88872,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88874,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88898,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88935,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88939,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88960,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88970,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88978,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88985,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88995,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
88999,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89020,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89022,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89028,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89034,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89040,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89057,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89061,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89064,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89066,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89067,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89081,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89091,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89096,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89102,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89104,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89123,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89128,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89130,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89134,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89147,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89154,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89165,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89184,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89190,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89195,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89216,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89220,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89224,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89274,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89283,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89296,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89297,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89312,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89318,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89338,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89361,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89370,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89373,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89382,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89389,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89397,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89408,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89411,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89414,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89424,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89427,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89431,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89441,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89445,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89458,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89464,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89473,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89475,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89484,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89485,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89489,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
89494,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
